Country_Region,Date,Category,value
Afghanistan,2020-03-11,Recovered,0
Afghanistan,2020-03-12,Confirmed,7
Afghanistan,2020-03-12,Deaths,0
Afghanistan,2020-03-12,Recovered,0
Afghanistan,2020-03-13,Confirmed,7
Afghanistan,2020-03-13,Deaths,0
Afghanistan,2020-03-13,Recovered,0
Afghanistan,2020-03-14,Confirmed,11
Afghanistan,2020-03-14,Deaths,0
Afghanistan,2020-03-14,Recovered,0
Afghanistan,2020-03-15,Confirmed,16
Afghanistan,2020-03-15,Deaths,0
Afghanistan,2020-03-15,Recovered,0
Afghanistan,2020-03-16,Confirmed,21
Afghanistan,2020-03-16,Deaths,0
Afghanistan,2020-03-16,Recovered,1
Afghanistan,2020-03-17,Confirmed,22
Afghanistan,2020-03-17,Deaths,0
Afghanistan,2020-03-17,Recovered,1
Albania,2020-01-22,Confirmed,0
Albania,2020-01-22,Deaths,0
Albania,2020-01-22,Recovered,0
Albania,2020-01-23,Confirmed,0
Albania,2020-01-23,Deaths,0
Albania,2020-01-23,Recovered,0
Albania,2020-01-24,Confirmed,0
Albania,2020-01-24,Deaths,0
Albania,2020-01-24,Recovered,0
Albania,2020-01-25,Confirmed,0
Albania,2020-01-25,Deaths,0
Albania,2020-01-25,Recovered,0
Albania,2020-01-26,Confirmed,0
Albania,2020-01-26,Deaths,0
Albania,2020-01-26,Recovered,0
Albania,2020-01-27,Confirmed,0
Albania,2020-01-27,Deaths,0
Albania,2020-01-27,Recovered,0
Albania,2020-01-28,Confirmed,0
Albania,2020-01-28,Deaths,0
Albania,2020-01-28,Recovered,0
Albania,2020-01-29,Confirmed,0
Albania,2020-01-29,Deaths,0
Albania,2020-01-29,Recovered,0
Albania,2020-01-30,Confirmed,0
Albania,2020-01-30,Deaths,0
Albania,2020-01-30,Recovered,0
Albania,2020-01-31,Confirmed,0
Albania,2020-01-31,Deaths,0
Albania,2020-01-31,Recovered,0
Albania,2020-02-01,Confirmed,0
Albania,2020-02-01,Deaths,0
Albania,2020-02-01,Recovered,0
Albania,2020-02-02,Confirmed,0
Albania,2020-02-02,Deaths,0
Albania,2020-02-02,Recovered,0
Albania,2020-02-03,Confirmed,0
Albania,2020-02-03,Deaths,0
Albania,2020-02-03,Recovered,0
Albania,2020-02-04,Confirmed,0
Albania,2020-02-04,Deaths,0
Albania,2020-02-04,Recovered,0
Albania,2020-02-05,Confirmed,0
Albania,2020-02-05,Deaths,0
Albania,2020-02-05,Recovered,0
Albania,2020-02-06,Confirmed,0
Albania,2020-02-06,Deaths,0
Albania,2020-02-06,Recovered,0
Albania,2020-02-07,Confirmed,0
Albania,2020-02-07,Deaths,0
Albania,2020-02-07,Recovered,0
Albania,2020-02-08,Confirmed,0
Albania,2020-02-08,Deaths,0
Albania,2020-02-08,Recovered,0
Albania,2020-02-09,Confirmed,0
Albania,2020-02-09,Deaths,0
Albania,2020-02-09,Recovered,0
Albania,2020-02-10,Confirmed,0
Albania,2020-02-10,Deaths,0
Albania,2020-02-10,Recovered,0
Albania,2020-02-11,Confirmed,0
Albania,2020-02-11,Deaths,0
Albania,2020-02-11,Recovered,0
Albania,2020-02-12,Confirmed,0
Albania,2020-02-12,Deaths,0
Albania,2020-02-12,Recovered,0
Albania,2020-02-13,Confirmed,0
Albania,2020-02-13,Deaths,0
Albania,2020-02-13,Recovered,0
Albania,2020-02-14,Confirmed,0
Albania,2020-02-14,Deaths,0
Albania,2020-02-14,Recovered,0
Albania,2020-02-15,Confirmed,0
Albania,2020-02-15,Deaths,0
Albania,2020-02-15,Recovered,0
Albania,2020-02-16,Confirmed,0
Albania,2020-02-16,Deaths,0
Albania,2020-02-16,Recovered,0
Albania,2020-02-17,Confirmed,0
Albania,2020-02-17,Deaths,0
Albania,2020-02-17,Recovered,0
Albania,2020-02-18,Confirmed,0
Albania,2020-02-18,Deaths,0
Albania,2020-02-18,Recovered,0
Albania,2020-02-19,Confirmed,0
Albania,2020-02-19,Deaths,0
Albania,2020-02-19,Recovered,0
Albania,2020-02-20,Confirmed,0
Albania,2020-02-20,Deaths,0
Albania,2020-02-20,Recovered,0
Albania,2020-02-21,Confirmed,0
Albania,2020-02-21,Deaths,0
Albania,2020-02-21,Recovered,0
Albania,2020-02-22,Confirmed,0
Albania,2020-02-22,Deaths,0
Albania,2020-02-22,Recovered,0
Albania,2020-02-23,Confirmed,0
Albania,2020-02-23,Deaths,0
Albania,2020-02-23,Recovered,0
Albania,2020-02-24,Confirmed,0
Albania,2020-02-24,Deaths,0
Albania,2020-02-24,Recovered,0
Albania,2020-02-25,Confirmed,0
Albania,2020-02-25,Deaths,0
Albania,2020-02-25,Recovered,0
Albania,2020-02-26,Confirmed,0
Albania,2020-02-26,Deaths,0
Albania,2020-02-26,Recovered,0
Albania,2020-02-27,Confirmed,0
Albania,2020-02-27,Deaths,0
Albania,2020-02-27,Recovered,0
Albania,2020-02-28,Confirmed,0
Albania,2020-02-28,Deaths,0
Albania,2020-02-28,Recovered,0
Albania,2020-02-29,Confirmed,0
Albania,2020-02-29,Deaths,0
Albania,2020-02-29,Recovered,0
Albania,2020-03-01,Confirmed,0
Albania,2020-03-01,Deaths,0
Albania,2020-03-01,Recovered,0
Albania,2020-03-02,Confirmed,0
Albania,2020-03-02,Deaths,0
Albania,2020-03-02,Recovered,0
Albania,2020-03-03,Confirmed,0
Albania,2020-03-03,Deaths,0
Albania,2020-03-03,Recovered,0
Albania,2020-03-04,Confirmed,0
Albania,2020-03-04,Deaths,0
Albania,2020-03-04,Recovered,0
Albania,2020-03-05,Confirmed,0
Albania,2020-03-05,Deaths,0
Albania,2020-03-05,Recovered,0
Albania,2020-03-06,Confirmed,0
Albania,2020-03-06,Deaths,0
Albania,2020-03-06,Recovered,0
Albania,2020-03-07,Confirmed,0
Albania,2020-03-07,Deaths,0
Albania,2020-03-07,Recovered,0
Albania,2020-03-08,Confirmed,0
Albania,2020-03-08,Deaths,0
Albania,2020-03-08,Recovered,0
Albania,2020-03-09,Confirmed,2
Albania,2020-03-09,Deaths,0
Albania,2020-03-09,Recovered,0
Albania,2020-03-10,Confirmed,10
Albania,2020-03-10,Deaths,0
Albania,2020-03-10,Recovered,0
Albania,2020-03-11,Confirmed,12
Albania,2020-03-11,Deaths,1
Albania,2020-03-11,Recovered,0
Albania,2020-03-12,Confirmed,23
Albania,2020-03-12,Deaths,1
Albania,2020-03-12,Recovered,0
Albania,2020-03-13,Confirmed,33
Albania,2020-03-13,Deaths,1
Albania,2020-03-13,Recovered,0
Albania,2020-03-14,Confirmed,38
Albania,2020-03-14,Deaths,1
Albania,2020-03-14,Recovered,0
Albania,2020-03-15,Confirmed,42
Albania,2020-03-15,Deaths,1
Albania,2020-03-15,Recovered,0
Albania,2020-03-16,Confirmed,51
Albania,2020-03-16,Deaths,1
Albania,2020-03-16,Recovered,0
Albania,2020-03-17,Confirmed,55
Albania,2020-03-17,Deaths,1
Albania,2020-03-17,Recovered,0
Algeria,2020-01-22,Confirmed,0
Algeria,2020-01-22,Deaths,0
Algeria,2020-01-22,Recovered,0
Algeria,2020-01-23,Confirmed,0
Algeria,2020-01-23,Deaths,0
Algeria,2020-01-23,Recovered,0
Algeria,2020-01-24,Confirmed,0
Algeria,2020-01-24,Deaths,0
Algeria,2020-01-24,Recovered,0
Algeria,2020-01-25,Confirmed,0
Algeria,2020-01-25,Deaths,0
Algeria,2020-01-25,Recovered,0
Algeria,2020-01-26,Confirmed,0
Algeria,2020-01-26,Deaths,0
Algeria,2020-01-26,Recovered,0
Algeria,2020-01-27,Confirmed,0
Algeria,2020-01-27,Deaths,0
Algeria,2020-01-27,Recovered,0
Algeria,2020-01-28,Confirmed,0
Algeria,2020-01-28,Deaths,0
Algeria,2020-01-28,Recovered,0
Algeria,2020-01-29,Confirmed,0
Algeria,2020-01-29,Deaths,0
Algeria,2020-01-29,Recovered,0
Algeria,2020-01-30,Confirmed,0
Algeria,2020-01-30,Deaths,0
Algeria,2020-01-30,Recovered,0
Algeria,2020-01-31,Confirmed,0
Algeria,2020-01-31,Deaths,0
Algeria,2020-01-31,Recovered,0
Algeria,2020-02-01,Confirmed,0
Algeria,2020-02-01,Deaths,0
Algeria,2020-02-01,Recovered,0
Algeria,2020-02-02,Confirmed,0
Algeria,2020-02-02,Deaths,0
Algeria,2020-02-02,Recovered,0
Algeria,2020-02-03,Confirmed,0
Algeria,2020-02-03,Deaths,0
Algeria,2020-02-03,Recovered,0
Algeria,2020-02-04,Confirmed,0
Algeria,2020-02-04,Deaths,0
Algeria,2020-02-04,Recovered,0
Algeria,2020-02-05,Confirmed,0
Algeria,2020-02-05,Deaths,0
Algeria,2020-02-05,Recovered,0
Algeria,2020-02-06,Confirmed,0
Algeria,2020-02-06,Deaths,0
Algeria,2020-02-06,Recovered,0
Algeria,2020-02-07,Confirmed,0
Algeria,2020-02-07,Deaths,0
Algeria,2020-02-07,Recovered,0
Algeria,2020-02-08,Confirmed,0
Algeria,2020-02-08,Deaths,0
Algeria,2020-02-08,Recovered,0
Algeria,2020-02-09,Confirmed,0
Algeria,2020-02-09,Deaths,0
Algeria,2020-02-09,Recovered,0
Algeria,2020-02-10,Confirmed,0
Algeria,2020-02-10,Deaths,0
Algeria,2020-02-10,Recovered,0
Algeria,2020-02-11,Confirmed,0
Algeria,2020-02-11,Deaths,0
Algeria,2020-02-11,Recovered,0
Algeria,2020-02-12,Confirmed,0
Algeria,2020-02-12,Deaths,0
Algeria,2020-02-12,Recovered,0
Algeria,2020-02-13,Confirmed,0
Algeria,2020-02-13,Deaths,0
Algeria,2020-02-13,Recovered,0
Algeria,2020-02-14,Confirmed,0
Algeria,2020-02-14,Deaths,0
Algeria,2020-02-14,Recovered,0
Algeria,2020-02-15,Confirmed,0
Algeria,2020-02-15,Deaths,0
Algeria,2020-02-15,Recovered,0
Algeria,2020-02-16,Confirmed,0
Algeria,2020-02-16,Deaths,0
Algeria,2020-02-16,Recovered,0
Algeria,2020-02-17,Confirmed,0
Algeria,2020-02-17,Deaths,0
Algeria,2020-02-17,Recovered,0
Algeria,2020-02-18,Confirmed,0
Algeria,2020-02-18,Deaths,0
Algeria,2020-02-18,Recovered,0
Algeria,2020-02-19,Confirmed,0
Algeria,2020-02-19,Deaths,0
Algeria,2020-02-19,Recovered,0
Algeria,2020-02-20,Confirmed,0
